epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/scoreboards,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
43,219,3844.21875,3880.856201171875,3856.574951171875,3892.25,0.0,1.9517180919647217,0.008308983407914639,0.008798924274742603,0.008860176429152489,0.017694588750600815,0.24233444035053253,0.23900239169597626,0.24150733649730682,0.3681987226009369,0.06574609875679016,0.06829948723316193,0.06777928024530411,0.11935601383447647,,,,,,,,,,,,,,,
44,224,,,,,,,,,,,,,,,,,,,,,,0.9620141386985779,1.0,1.0,0.9853070974349976,0.9911110997200012,1.3414558172225952,1.0,0.9620141386985779,1.0,0.9755555391311646,1.0,1.0
44,224,3833.78759765625,3868.800048828125,3826.69384765625,3889.19384765625,0.0,1.674234390258789,0.00915068294852972,0.007209556642919779,0.008426015265285969,0.014558063820004463,0.22862665355205536,0.19862231612205505,0.22001509368419647,0.310118705034256,0.0616539791226387,0.051930464804172516,0.059023864567279816,0.08745675534009933,,,,,,,,,,,,,,,
45,229,,,,,,,,,,,,,,,,,,,,,,0.9833535552024841,1.0,1.0,0.9882612228393555,0.9933333396911621,1.1651276350021362,1.0,0.9833535552024841,1.0,0.9888888597488403,1.0,1.0
45,229,3830.43115234375,3881.96240234375,3837.99365234375,3895.143798828125,0.0,1.5309555530548096,0.007163723465055227,0.006909489631652832,0.006998980883508921,0.015666205435991287,0.19250819087028503,0.18790608644485474,0.19095930457115173,0.30574068427085876,0.04737811163067818,0.04803690314292908,0.04781065881252289,0.09184882789850235,,,,,,,,,,,,,,,
46,234,,,,,,,,,,,,,,,,,,,,,,0.9430474638938904,1.0,1.0,0.9881866574287415,0.9933333396911621,1.5000123977661133,1.0,0.9430474638938904,1.0,0.9711111187934875,1.0,1.0
46,234,3838.68115234375,3873.33740234375,3833.60009765625,3893.3125,0.0,1.8253843784332275,0.007543524261564016,0.007779517211019993,0.008267177268862724,0.019067665562033653,0.21492290496826172,0.22401376068592072,0.23090720176696777,0.37273773550987244,0.054985832422971725,0.05608747527003288,0.059519797563552856,0.11416355520486832,,,,,,,,,,,,,,,
47,239,,,,,,,,,,,,,,,,,,,,,,0.9023715257644653,1.0,1.0,0.9818459749221802,0.9866666793823242,1.972124457359314,1.0,0.9023715257644653,1.0,0.9244444370269775,1.0,1.0
47,239,3826.74365234375,3873.262451171875,3844.21875,3894.16259765625,0.0,1.7764852046966553,0.007480391766875982,0.007508153561502695,0.007543194107711315,0.022108402103185654,0.2018672227859497,0.2195388525724411,0.2091725766658783,0.349623441696167,0.05303637310862541,0.05691211670637131,0.054703302681446075,0.12188956886529922,,,,,,,,,,,,,,,
48,244,,,,,,,,,,,,,,,,,,,,,,0.9463104009628296,1.0,1.0,0.9595130085945129,0.9688888788223267,1.7256675958633423,1.0,0.9463104009628296,1.0,0.9644444584846497,1.0,1.0
48,244,3827.831298828125,3879.84375,3842.18115234375,3897.24365234375,0.0,1.8733571767807007,0.0072363861836493015,0.008836899884045124,0.008123127743601799,0.023060310631990433,0.20848789811134338,0.22417227923870087,0.2265194207429886,0.38715827465057373,0.05480610206723213,0.05604572966694832,0.056934796273708344,0.12758119404315948,,,,,,,,,,,,,,,
49,249,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,4.04070533477352e-06,,,,,,,,,,,,
49,249,,,,,,,,,,,,,,,,,,,,,,0.9377690553665161,1.0,1.0,0.9648745656013489,0.9755555391311646,1.5722414255142212,1.0,0.9377690553665161,1.0,0.9577777981758118,1.0,1.0
49,249,3765.606201171875,3847.393798828125,3785.137451171875,3887.081298828125,0.0,1.916724443435669,0.007591227535158396,0.008429204113781452,0.007670433260500431,0.012610184960067272,0.24349090456962585,0.2522027790546417,0.24809083342552185,0.36501365900039673,0.0707409530878067,0.07254010438919067,0.07125973701477051,0.0986698642373085,,,,,,,,,,,,,,,
